shop;product;status;price;currency;category;position;absolutePosition;date;image;description
Delimart - Guachipelin 🛒;Jacks Barquillo VeTéado 85 gr;Available;895;CRC;Helados, Barquillos, Cereales;18;573;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/8b851765-7cdc-4c82-8a26-b593de279791.jpeg;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Chokos Familiar 170 gr;Available;1200;CRC;Helados, Barquillos, Cereales;19;574;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/f678872d-cb27-4b42-ac12-509ea7cdc7d9.png;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Fusion Mix Familiar 200 gr;Available;1450;CRC;Helados, Barquillos, Cereales;20;575;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/c745c1d1-3dc7-4b61-b637-801f6435a8dc.png;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Naranitas Familiar 170 gr;Available;1200;CRC;Helados, Barquillos, Cereales;21;576;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/316c550a-d6e4-4fbb-b717-e17be0c0ff99.png;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Poffis Familiar 170 gr;Available;1200;CRC;Helados, Barquillos, Cereales;22;577;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/b6d3d385-3bd1-4cba-8e61-40ef45a1143e.png;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Roditas Familiar 170 gr;Available;1200;CRC;Helados, Barquillos, Cereales;23;578;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/b3453621-309a-4d84-9bc4-1298da9fef2d.png;undefined
Delimart - Guachipelin 🛒;Jacks Cereal Trijuelas Miel Familiar 170Gr;Available;1200;CRC;Helados, Barquillos, Cereales;24;579;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/77ada2d7-7eec-4642-b511-38c14bb28287.png;undefined
Delimart - Guachipelin 🛒;Bimbo Pan Blanco Paquete 430 gr;Available;1610;CRC;Panaderia y Reposteria;1;580;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/ac5381d7-6caa-427f-bf51-cbf237410e68.png;undefined
Delimart - Guachipelin 🛒;Bimbo Pan Cuadrado 0% grasa 500 G;Sold out;2200;CRC;Panaderia y Reposteria;2;581;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/e94f0d79-ae7d-47d1-b5b2-d9bdd613b6bd.jpeg;Sold out
Delimart - Guachipelin 🛒;Bimbo Pan Cuadrado InTégral 700 gr;Available;2315;CRC;Panaderia y Reposteria;3;582;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/b94097f0-a291-4146-8ff7-be1dc484453a.png;undefined
Delimart - Guachipelin 🛒;Bimbo Pan Hamburguesa Con Ajonjoli 450 G;Available;1555;CRC;Panaderia y Reposteria;4;583;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/77ae0c65-542e-4bee-869f-c684e106654f.jpeg;undefined
Delimart - Guachipelin 🛒;Bimbo Pan Perro Con Ajonjoli 8 Ud;Available;1415;CRC;Panaderia y Reposteria;5;584;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d7288dda-b237-420d-8eed-d4ee90ec7fdb.png;undefined
Delimart - Guachipelin 🛒;Bimbo Pan Tostado 200 gr;Available;1525;CRC;Panaderia y Reposteria;6;585;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d83e85d4-6378-4c79-85f5-ff3abe3f9de1.jpeg;undefined
Delimart - Guachipelin 🛒;Zarcereña Arrollado Dulce De Leche Paquete 8 Ud;Available;1400;CRC;Panaderia y Reposteria;7;586;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Bizcocho De Maíz Paquete;Available;1390;CRC;Panaderia y Reposteria;8;587;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Bizcoleta Paquete;Available;1150;CRC;Panaderia y Reposteria;9;588;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Costilla De Guayaba Paquete;Available;1150;CRC;Panaderia y Reposteria;10;589;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Empanada Piña Paquete 12 Ud;Available;1150;CRC;Panaderia y Reposteria;11;590;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Enlustrado Paquete;Available;1150;CRC;Panaderia y Reposteria;12;591;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Galleta De Natilla Paquete;Available;1150;CRC;Panaderia y Reposteria;13;592;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Gatos Dulce De Leche Paquete 8 Ud;Available;1400;CRC;Panaderia y Reposteria;14;593;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Palo De Queso Paquete;Available;1150;CRC;Panaderia y Reposteria;15;594;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Palo Dulce Paquete;Available;1150;CRC;Panaderia y Reposteria;16;595;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Queque Seco Vainilla Paquete 1 Ud;Sold out;1400;CRC;Panaderia y Reposteria;17;596;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Zarcereña Quequitos De Vainilla Paquete 9 Ud;Available;1500;CRC;Panaderia y Reposteria;18;597;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zarcereña Rosca De Queso Paquete;Available;1150;CRC;Panaderia y Reposteria;19;598;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;La Selecta Arrollado Jamón y Queso;Available;795;CRC;Panaderia y Reposteria;20;599;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/8bb15f0f-7ad9-48c4-a33d-67fdeda078e2.png;undefined
Delimart - Guachipelin 🛒;La Selecta Costilla De Guayaba;Sold out;795;CRC;Panaderia y Reposteria;21;600;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;La Selecta Empanada De Carne;Available;795;CRC;Panaderia y Reposteria;22;601;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;La Selecta Empanada De Pollo;Available;795;CRC;Panaderia y Reposteria;23;602;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/2a85ba2a-b00f-4a2b-8a4b-3e0c89dcc291.png;undefined
Delimart - Guachipelin 🛒;La Selecta Enchilada De Papa;Available;795;CRC;Panaderia y Reposteria;24;603;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/8063d20f-a5d7-494f-a498-f1bb7b6dd187.png;undefined
Delimart - Guachipelin 🛒;La Selecta Pastel De Carne;Sold out;795;CRC;Panaderia y Reposteria;25;604;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Atun Light Lomo En Trozos En Agua Lata 170 gr;Sold out;1200;CRC;Abarrotes y Limpieza;1;605;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Atun Lomo En Trocitos C/Vegetales En Aceite Lata 170 gr;Sold out;1000;CRC;Abarrotes y Limpieza;2;606;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Atun Lomo En Trozos En Aceite Girasol Lata 170 gr;Sold out;1065;CRC;Abarrotes y Limpieza;3;607;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Sardimar Atun Light Agua Lata 140 gr;Available;2910;CRC;Abarrotes y Limpieza;4;608;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/982e0566-c0cc-46f1-ad2c-5d850ccd6d98.jpeg;undefined
Delimart - Guachipelin 🛒;Sardimar Atún Lomo En Aceite Lata 140 grs;Available;2290;CRC;Abarrotes y Limpieza;5;609;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/ab8010a3-5609-471c-a35d-30205896cb6f.jpeg;undefined
Delimart - Guachipelin 🛒;Sardimar Atún Lomo En Trozos Aceite Lata 140 grs;Available;1990;CRC;Abarrotes y Limpieza;6;610;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/eb2894ab-815c-4aa7-aa55-ea6c789abf44.jpeg;undefined
Delimart - Guachipelin 🛒;Sardimar Atun Trozos Vegetales Lata 140 gr;Available;1660;CRC;Abarrotes y Limpieza;7;611;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5617e90d-8412-45ad-842b-b321e6f66f1c.jpeg;undefined
Delimart - Guachipelin 🛒;Ducal Frijol Negro Entero 1.82 Kg;Available;2250;CRC;Abarrotes y Limpieza;8;612;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Ducal Frijol Rojo Entero 1.82 Kg;Available;2250;CRC;Abarrotes y Limpieza;9;613;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Ducal Frijol Volt Negro Doy Pack 400 gr;Available;1175;CRC;Abarrotes y Limpieza;10;614;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Ducal Frijol Volt Rojo Doy Pack 400 gr;Available;1175;CRC;Abarrotes y Limpieza;11;615;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Ducal Frijol Volt Rojo Picante Dp 396 gr;Available;1100;CRC;Abarrotes y Limpieza;12;616;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Maruchan Sopa Instantanea Camaron 64 gr;Available;465;CRC;Abarrotes y Limpieza;13;617;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/6b5b3c16-1887-456b-a483-8630518f5c87.jpeg;undefined
Delimart - Guachipelin 🛒;Maruchan Sopa Instantanea Camaron Picante 64 gr;Available;465;CRC;Abarrotes y Limpieza;14;618;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Maruchan Sopa Instantanea Pollo 64 gr;Available;465;CRC;Abarrotes y Limpieza;15;619;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Maruchan Sopa Instantanea Pollo Picante 64 gr;Available;465;CRC;Abarrotes y Limpieza;16;620;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Maruchan Sopa Instantanea Res 64 gr;Available;465;CRC;Abarrotes y Limpieza;17;621;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Polipak Bolsa Sandwich Paquete 50 Ud;Available;500;CRC;Abarrotes y Limpieza;18;622;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Polipak Cuchara Plastica Paquete 12 Ud;Available;300;CRC;Abarrotes y Limpieza;19;623;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Polipak Cuchara Sopera Plastica Paquete 12 Ud;Available;300;CRC;Abarrotes y Limpieza;20;624;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/22e8c255-e1f2-41d3-836c-9046ef43dc02.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Cuchillo Plastico Paquete 12 Ud;Available;300;CRC;Abarrotes y Limpieza;21;625;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Polipak Oferta Plato #8+Vaso#12+Ténedor 12 Ud;Available;1200;CRC;Abarrotes y Limpieza;22;626;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/84c9b091-8740-4b28-b0bd-371c5d66a01f.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Papel Aluminio Rollo 1 Ud;Available;875;CRC;Abarrotes y Limpieza;23;627;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/a079cabd-19d2-4c5f-92c4-1775e80070d8.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Plato Plastico #7 Paquete 12 Ud;Available;600;CRC;Abarrotes y Limpieza;24;628;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/bdf3aa06-fe0d-4693-ae9b-ebfe56a19ef4.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Plato Plastico #9 Paquete 12 Ud;Available;800;CRC;Abarrotes y Limpieza;25;629;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/78d84cb6-fbe7-473b-96f9-53fcc0e220b7.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Ténedor Plastico Paquete 12 Ud;Available;300;CRC;Abarrotes y Limpieza;26;630;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Polipak Vaso Plastico #12 Paquete 12 Ud;Available;500;CRC;Abarrotes y Limpieza;27;631;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5fb4b014-1ac3-48e5-83da-e95c93bb15b9.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Vaso Plastico #7 Paquete 12 Ud;Available;400;CRC;Abarrotes y Limpieza;28;632;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/7bdee63b-045a-43fb-a6c2-65b64453194b.jpeg;undefined
Delimart - Guachipelin 🛒;Polipak Vaso Plastico #9 Paquete 12 Ud;Available;450;CRC;Abarrotes y Limpieza;29;633;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Solo Vaso Rojo Plastico 16 Oz Paquete 12 Ud;Sold out;1000;CRC;Abarrotes y Limpieza;30;634;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/9bedecb0-7949-4933-b66f-a6a50f0786f7.jpeg;Sold out
Delimart - Guachipelin 🛒;1820 Café Bolsa 250 gr;Available;1950;CRC;Abarrotes y Limpieza;31;635;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Capullo Aceite De Soya 500 ml;Available;875;CRC;Abarrotes y Limpieza;32;636;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/2d8bfeb8-851d-4162-89fb-4d502c439b37.jpeg;undefined
Delimart - Guachipelin 🛒;Don Pedro Frijol Negro Bolsa 900 gr;Sold out;1750;CRC;Abarrotes y Limpieza;33;637;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Harifina Harina Paquete 750 gr;Available;705;CRC;Abarrotes y Limpieza;34;638;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Instamasa Masa Paquete 750 gr;Available;970;CRC;Abarrotes y Limpieza;35;639;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Mi Sabor Aceite Natural Botella 1 lt;Available;1125;CRC;Abarrotes y Limpieza;36;640;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Mi Sabor Aceite Natural Botella 500 ml;Sold out;650;CRC;Abarrotes y Limpieza;37;641;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Azucar Blanco Bolsa 1 Kg;Sold out;810;CRC;Abarrotes y Limpieza;38;642;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Frijoles Negros 1Era Calidad Bolsa 800 gr;Available;1190;CRC;Abarrotes y Limpieza;39;643;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Mi Sabor Frijoles Rojos 1Era Calidad Bolsa 800 gr;Available;1265;CRC;Abarrotes y Limpieza;40;644;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Mi Sabor Pasta Caracolitos Paquete 250 gr;Sold out;390;CRC;Abarrotes y Limpieza;41;645;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Pasta Spaguetti Paquete 250 gr;Available;290;CRC;Abarrotes y Limpieza;42;646;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Roma Pasta Lengua Paquete 250 gr;Available;750;CRC;Abarrotes y Limpieza;43;647;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Roma Pasta Pasta Caracolitos Paquete 250 gr;Available;900;CRC;Abarrotes y Limpieza;44;648;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Roma Pasta Pasta Spaguetti Paquete 250 gr;Available;800;CRC;Abarrotes y Limpieza;45;649;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Sal Sol Refinada Bolsa 500 gr;Available;500;CRC;Abarrotes y Limpieza;46;650;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Tieera Fertil Garbanzo Bolsa 400 gr;Available;785;CRC;Abarrotes y Limpieza;47;651;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Tieera Fertil Lenteja Bolsa 400 gr;Available;780;CRC;Abarrotes y Limpieza;48;652;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;BanqueTé Salsa Tomate Bolsa 200 G;Available;990;CRC;Abarrotes y Limpieza;49;653;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/be1113e1-94e9-4661-a9d5-eeab0973a160.png;undefined
Delimart - Guachipelin 🛒;Hellmans Mayonesa Limón 100 gr;Available;700;CRC;Abarrotes y Limpieza;50;654;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Kerns Salsa Tomate Pura Doy Pack 400 gr;Available;1090;CRC;Abarrotes y Limpieza;51;655;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Mi Sabor Salsita De Tomate Ranchera Doypack 113 gr;Sold out;275;CRC;Abarrotes y Limpieza;52;656;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Mi Sabor Salsita De Tomate y Hongos Doypack 113 gr;Sold out;275;CRC;Abarrotes y Limpieza;53;657;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Naturas Salsa Carne 106 gr;Available;550;CRC;Abarrotes y Limpieza;54;658;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Naturas Salsa Con Hongos 227 gr;Available;1150;CRC;Abarrotes y Limpieza;55;659;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/96877296-f0dc-4eea-8f9b-64fa1a694a74.jpeg;undefined
Delimart - Guachipelin 🛒;Doña Maria Azucar Bolsa 1 Kg;Available;1100;CRC;Abarrotes y Limpieza;56;660;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Doña Maria Azucar Bolsa 2 Kg;Available;2150;CRC;Abarrotes y Limpieza;57;661;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zukra Azucar Crudo 900 gr;Available;1750;CRC;Abarrotes y Limpieza;58;662;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Zukra Azucar Sobre 5G 1X100Und;Sold out;1400;CRC;Abarrotes y Limpieza;59;663;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Ideal Papel Higienico 1000 Hojas Sencillas Paquete 4 Ud;Available;1425;CRC;Abarrotes y Limpieza;60;664;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Ideal Premium Papel Higienico Megaroll Paquete 4 Ud;Sold out;1425;CRC;Abarrotes y Limpieza;61;665;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Ideal Papel Higienico 1000 Hojas Sencillas Paquete 2 Ud;Available;705;CRC;Abarrotes y Limpieza;62;666;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Axion Lavaplatos Pasta Limón 425 G;Available;1425;CRC;Abarrotes y Limpieza;63;667;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/e2a7a360-72a2-47c1-965b-02adfd0d0a64.jpeg;undefined
Delimart - Guachipelin 🛒;Clinx DeTérgenTé Polvo Aroma Floral Paquete 1 Kg;Available;1230;CRC;Abarrotes y Limpieza;64;668;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Clinx DeTérgenTé Polvo Aroma Limón Paquete 1 Kg;Available;1230;CRC;Abarrotes y Limpieza;65;669;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Cloro Blanco Botella 900 ml;Available;550;CRC;Abarrotes y Limpieza;66;670;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Clorox Cloro Botella 450 ml;Sold out;675;CRC;Abarrotes y Limpieza;67;671;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/1cdf0a4d-440f-434a-b537-c8add267a95d.jpeg;Sold out
Delimart - Guachipelin 🛒;Emerald Servilleta Cuadrada Paquete 60 Ud;Sold out;1100;CRC;Abarrotes y Limpieza;68;672;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;Sold out
Delimart - Guachipelin 🛒;Gala Esponja Lavaplatos Doble Uso 1 Ud;Available;345;CRC;Abarrotes y Limpieza;69;673;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Nevax Papel Higiénico 1000 Hojas 4 Rollos;Available;3950;CRC;Abarrotes y Limpieza;70;674;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/f70dd341-c2b5-4790-876d-e848bfff3b0c.jpeg;undefined
Delimart - Guachipelin 🛒;San Luis Jabón Barra Azul 200 gr;Available;600;CRC;Abarrotes y Limpieza;71;675;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Scotch BriTé Esponjadoble Uso 1 Ud;Available;850;CRC;Abarrotes y Limpieza;72;676;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5e69b96d-d0ec-4a2e-b4ed-9c79e19009b1.jpeg;undefined
Delimart - Guachipelin 🛒;Tronex DesinfectanTé Limón Doypack 750 ml;Available;730;CRC;Abarrotes y Limpieza;73;677;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Tronex Jabón De Platos Envase 235 gr;Available;635;CRC;Abarrotes y Limpieza;74;678;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Colgate Cepillo Deltal Triple Acción 2X1;Available;1575;CRC;Cuidado Personal;1;679;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Colgate Crema Dental Max Fresh Cool Mint 75 ml;Available;1850;CRC;Cuidado Personal;2;680;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);undefined;undefined
Delimart - Guachipelin 🛒;Colgate Crema Luminous WhiTé 75 ml;Available;2650;CRC;Cuidado Personal;3;681;Tue Sep 01 2020 15:40:14 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/13950643-d027-43cc-b60b-c7c7e37da2a6.jpeg;undefined
