shop;product;description;status;price;currency;category;position;absolutePosition;date;image
McDonald's Escazú;Ensalada Pollo;Disfruta de una rica ensalada verde, con tomate, maíz dulce, queso emmental, torta de pollo crispy o grill, todo esto junto a su aderezo favorito.;Disponible;2810;₡;Ensaladas;1;98;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d9775d0b-cc13-4065-856d-137e0cb4e523.jpeg
McDonald's Escazú;Ensalada Jardinera;Disfruta de una rica ensalada verde, con tomate, maíz dulce, queso emmental junto con su aderezo favorito.;Disponible;2315;₡;Ensaladas;2;99;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/4944d59b-576c-40cb-b78d-bbb2b4047248.jpeg
McDonald's Escazú;Side Salad;undefined;Disponible;1160;₡;Ensaladas;3;100;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/09b615f6-3d84-46a6-bd98-5600fdd11101.jpeg
McDonald's Escazú;Coca-Cola 32 onzas;undefined;Disponible;1210;₡;Bebidas;1;101;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/b73d8be9-549a-47fa-bdb9-ecd0e3991d55.png
McDonald's Escazú;Coca Cola Zero 32 onzas;undefined;Disponible;1210;₡;Bebidas;2;102;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/1608e1e5-1883-4090-bcda-2973cf2eb54f.png
McDonald's Escazú;Fanta 32 onzas;undefined;Disponible;1210;₡;Bebidas;3;103;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/bbd1eace-9c7f-48b1-98d1-cf0f021981ae.png
McDonald's Escazú;Fuze Tea 32 onzas;undefined;Disponible;1210;₡;Bebidas;4;104;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/49886d77-4b28-41db-8f17-defd264f7ad1.png
McDonald's Escazú;Fuze Tea Zero 32 onzas;undefined;Disponible;1210;₡;Bebidas;5;105;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/4c13e6c3-4917-40e8-bc77-7249faff28a6.png
McDonald's Escazú;Ginger Ale 32 onzas;undefined;Disponible;1210;₡;Bebidas;6;106;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/ed2789d4-c117-42a3-80c6-76fb18b484d2.png
McDonald's Escazú;Coca-Cola 21 onzas;undefined;Disponible;990;₡;Bebidas;7;107;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/a21bda95-6554-4322-8444-73e2c90ded39.png
McDonald's Escazú;Coca Cola Zero 21 onzas;undefined;Disponible;990;₡;Bebidas;8;108;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/acf4dbd6-3523-4566-946a-b8505ea4ec66.png
McDonald's Escazú;Fanta 21 onzas;undefined;Disponible;990;₡;Bebidas;9;109;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/64bd6046-1215-41ea-a3d8-376dc7211173.png
McDonald's Escazú;Fuze Tea 21 onzas;undefined;Disponible;990;₡;Bebidas;10;110;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5df82318-8b86-4e24-b02a-203dfc00f6f8.png
McDonald's Escazú;Fuze Tea Zero 21 onzas;undefined;Disponible;990;₡;Bebidas;11;111;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/a2e3ea9e-3995-4902-ad69-58ac91fdca88.png
McDonald's Escazú;Ginger Ale 21 onzas;undefined;Disponible;990;₡;Bebidas;12;112;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d74ed7c2-39f4-45ce-9458-e69f50f2dd5e.png
McDonald's Escazú;Coca-Cola 16 onzas;undefined;Disponible;710;₡;Bebidas;13;113;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/dd423747-a735-465e-91a4-085f20d1ed2b.png
McDonald's Escazú;Coca Cola Zero 16 onzas;undefined;Disponible;710;₡;Bebidas;14;114;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/c7fae800-a690-4f65-91e2-12ca2ce2b21b.png
McDonald's Escazú;Fanta 16 onzas;undefined;Disponible;710;₡;Bebidas;15;115;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/6042738c-8f98-442f-98e0-c66056794edf.png
McDonald's Escazú;Fuze Tea 16 onzas;undefined;Disponible;710;₡;Bebidas;16;116;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/153b27ec-ffca-4fb9-baaa-4411d50601c2.png
McDonald's Escazú;Fuze Tea Zero 16 onzas;undefined;Disponible;710;₡;Bebidas;17;117;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/7e9250cd-b1ed-4442-9bb6-d89593b00f91.png
McDonald's Escazú;Ginger Ale 16 onzas;undefined;Disponible;710;₡;Bebidas;18;118;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/1cc460ec-128b-4258-b4b3-4257b93d5c3a.png
McDonald's Escazú;Capuccino Premium 12 oz;undefined;Disponible;720;₡;Bebidas;19;119;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d0c870d1-d69f-4972-9809-605c17eef9b4.jpeg
McDonald's Escazú;Latte Premium;undefined;Disponible;720;₡;Bebidas;20;120;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/9e8223f2-634a-44d6-8f1f-bb27bac901bf.jpeg
McDonald's Escazú;Americano Premium;undefined;Disponible;665;₡;Bebidas;21;121;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/b59d37df-c064-466f-b5f2-bf05ed60c35f.jpeg
McDonald's Escazú;Shake Maracuya 16 oz;undefined;Disponible;1640;₡;Shakes;1;122;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/e909fc80-2719-4bd7-98db-91eba744cbf5.jpeg
McDonald's Escazú;Shake Mora 16 oz;undefined;Disponible;1640;₡;Shakes;2;123;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/35b2103f-9cdb-4764-bfc9-a678efe013d9.jpeg
McDonald's Escazú;Shake Fresa 16 oz;undefined;Disponible;1640;₡;Shakes;3;124;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/d2dfa79f-f6fb-48ea-810d-581cc5cd33e4.jpeg
McDonald's Escazú;Shake Chocolate 16 oz;undefined;Disponible;1640;₡;Shakes;4;125;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/cca3e2dc-cf57-44fe-9cfd-bd330eeb3851.jpeg
McDonald's Escazú;Shake Vainilla 16 oz;undefined;Disponible;1640;₡;Shakes;5;126;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/fdfbf348-1664-416c-be8d-b3009ea3cb64.jpeg
McDonald's Escazú;Shake Oreo 16 oz;undefined;Disponible;1640;₡;Shakes;6;127;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/ec98a832-dc3a-444f-8285-0dd2321bbf25.jpeg
McDonald's Escazú;Shake Caramelo 16 oz;undefined;Disponible;1640;₡;Shakes;7;128;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/4ffb9505-a86b-46a4-aa1e-66cdd2de71f3.jpeg
McDonald's Escazú;McFlurry Cookies & Cream;Delicioso y exclusivo helado de McDonald´s acompañado con el topping de su preferencia y combinado con Cookies & Creme.;Disponible;1395;₡;Postres;1;129;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5fdaf986-e01f-46b9-b993-d644a5b93e82.jpeg
McDonald's Escazú;McFlurry M&Ms;Delicioso y exclusivo helado de McDonald´s acompañado con el topping de su preferencia y combinado con M&M.;Disponible;1395;₡;Postres;2;130;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/8699338b-273d-432b-bb46-b48d017ad668.jpeg
McDonald's Escazú;McFlurry Oreo;Delicioso y exclusivo helado de McDonald´s acompañado con el topping de su preferencia y combinado con oreo. El Favorito de muchos.;Disponible;1395;₡;Postres;3;131;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/6237b28a-a188-4325-a58c-b6e1b7cece26.jpeg
McDonald's Escazú;Sundae Caramelo;undefined;Disponible;940;₡;Postres;4;132;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/1ce6cdbb-f913-49e4-a00b-dfbff8f3e60c.jpeg
McDonald's Escazú;Sundae Fresa;undefined;Disponible;940;₡;Postres;5;133;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/843e72d4-3a2e-49e3-a8aa-8d08472916c8.jpeg
McDonald's Escazú;Sundae Chocolate;undefined;Disponible;940;₡;Postres;6;134;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/824d7117-9288-420d-ae7e-592a5bdd3c93.jpeg
McDonald's Escazú;Pastel de Manzana;Deliciosa combinación en un pastel para tu paladar.;Disponible;940;₡;Postres;7;135;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/5087deb9-b691-43d4-a080-a165b8cb3537.jpeg
McDonald's Escazú;Pastel de Piña;Deliciosa combinación en un pastel para tu paladar.;Disponible;940;₡;Postres;8;136;Tue Sep 01 2020 15:49:21 GMT-0700 (Mountain Standard Time);https://d1ralsognjng37.cloudfront.net/802c4e5a-35c7-49b0-a02c-95dd73f124c9.jpeg
